legacy_codigo,cnpj,nome,cidade,estado,telefone,fonte,metodo
030167,96824594006246,VOTORANTIM CIMENTOS BRASIL LTDA.,RIO BRANCO DO SUL,PR,041 33551212,BdGeral.Mdb:Geral,colunas_nomeadas
030169,61198164000160,PORTO SEGURO CIA DE SEGUROS GERIAIS,SAO PAULO,SP,011 33663380,BdGeral.Mdb:Geral,colunas_nomeadas
030170,61064838010015,SAINT GOBAIN DO BRASIL PROD. IND. E P/CONSTR. LTDA,ALMIRANTE TAMANDARE,PR,041 36430110,BdGeral.Mdb:Geral,colunas_nomeadas
030171,04269111000159,AUTOMOTIVOS 2001 LTDA EPP.,CAMPINA GRANDE DO SUL,PR,041 33442968,BdGeral.Mdb:Geral,colunas_nomeadas
030172,89350839000163,ABASTECEDORA DE COMBUSTIVEIS NORDESTE LTDA.,LAGOA VERMELHA,RS,054 33582014,BdGeral.Mdb:Geral,colunas_nomeadas
030173,76904192000122,LUFER INDUSTRIA MECANICA S/A,SAO JOSE DOS PINHAIS,PR,041 21113515,BdGeral.Mdb:Geral,colunas_nomeadas
030174,14975042000152,ERS EMPREENDIMENTOS LTDA M.E.,SOROCABA,SP,015 34117782,BdGeral.Mdb:Geral,colunas_nomeadas
030176,19564342000162,BARRA SETE EMPREENDIMENTOS IMOBILIARIOS LTDA M.E.,BARRA VELHA,SC,047 34576686,BdGeral.Mdb:Geral,colunas_nomeadas
030177,05927226000156,SIFRA CONSTRUTORA E INCORPORADORA LTDA.,GUARAMIRIM,SC,047 33710909,BdGeral.Mdb:Geral,colunas_nomeadas
030179,02117991000112,ENSATEC IND. COM. E ASSIST. TEC. DE BALANÇAS LTDA.,PONTA GROSSA,PR,042 32382883,BdGeral.Mdb:Geral,colunas_nomeadas
030180,04502115000135,LUIZ CARLOS ALBUQUERQUE CARVALHO M.E.,CAMPINA GRANDE DO SUL,PR,041 36665737,BdGeral.Mdb:Geral,colunas_nomeadas
030181,05698091000102,PLANACON CONSTRUÇÃO E PAVIMENTAÇÃO LTDA EPP.,MARINGA,PR,044 32256320,BdGeral.Mdb:Geral,colunas_nomeadas
030182,05947586000110,STOREL INCORPORADORA LTDA.,PERUIBE,SP,013 34561516,BdGeral.Mdb:Geral,colunas_nomeadas
030184,21057522000108,MARCOS AURELIO DE ALMEIDA M.E.,MARIALVA,PR,044 30350088,BdGeral.Mdb:Geral,colunas_nomeadas
030188,18718621000170,FORMAFIX IND. E COM. DE MAT. DE CONSTRUÇÃO LTDA.,TIJUCAS,SC,048 32635655,BdGeral.Mdb:Geral,colunas_nomeadas
030189,12530974000166,F. GAGLIARDI CONSTRUÇÃO EIRELLI EPP.,ITANHAEM,SP,013 34251436,BdGeral.Mdb:Geral,colunas_nomeadas
030192,92779503000125,CASTILHO ENGENHARIA E EMPREENDIMENTOS S/A.,CURITIBA,PR,041 30253333,BdGeral.Mdb:Geral,colunas_nomeadas
030193,06348462000180,COTICRYL IND. E COM. ARTEFATOS CONCRETO LTDA M.E.,ITAPEVI,SP,011 47738786,BdGeral.Mdb:Geral,colunas_nomeadas
030194,21089298000128,J. PEDROSO  DOS SANTOS E CIA LTDA,GOIOERE,PR,044 35226596,BdGeral.Mdb:Geral,colunas_nomeadas
030195,06337147000158,INDUSTRIA DE TINTAS CHARRUA EIRELI.,SANTA CRUZ DO SUL,RS,051 37117232,BdGeral.Mdb:Geral,colunas_nomeadas
030196,00618239000120,COUTO E NURNBERG COMÉRCIO DE PEÇAS LTDA.,CURITIBA,PR,041 30946900,BdGeral.Mdb:Geral,colunas_nomeadas
030198,10302311000169,LOPES E SALVALAGIO LTDA.,MANDAGUARI,PR,044 32331936,BdGeral.Mdb:Geral,colunas_nomeadas
030199,84981794000101,TRANSCLIMA TRANSPORTES RODOVIARIOS LTDA.,PALMEIRA,PR,042 32523566,BdGeral.Mdb:Geral,colunas_nomeadas
030200,21021836000142,RODRIGO KOBRYN M.E.,UNIAO DA VITORIA,PR,042 35220190,BdGeral.Mdb:Geral,colunas_nomeadas
030201,24673170000103,FERRAGISTA BOA ESPERANÇA LTDA.,CUIABA,MT,065 36271221,BdGeral.Mdb:Geral,colunas_nomeadas
030202,73310666000110,CONCEITO ENGENHARIA E CONSTRUÇÃO LTDA.,CASCAVEL,PR,045 33261182,BdGeral.Mdb:Geral,colunas_nomeadas
030203,14109710000169,HOLDFLEX COM. PROJ. SERV. DE IMPERMEABILIZ. LTDA.,PINHAIS,PR,041 36656007,BdGeral.Mdb:Geral,colunas_nomeadas
030204,18865306000176,R.G. DA SILVA MATERIAIS PARA CONSTRUÇÃO LTDA.,CAMPO MOURAO,PR,044 35234148,BdGeral.Mdb:Geral,colunas_nomeadas
030205,09368775000199,VALMIR MARCOS PEREIRA M.E.,BARRA VELHA,SC,047 34563299,BdGeral.Mdb:Geral,colunas_nomeadas
030206,11218240000183,V. CAETANO MATERIAIS DE CONSTRUÇÃO.,MARINGA,PR,044 32656161,BdGeral.Mdb:Geral,colunas_nomeadas
030207,17900805000194,SONIA GUIOMAR DE GODOI EPP.,PIRACICABA,SP,019999619020,BdGeral.Mdb:Geral,colunas_nomeadas
030208,07649349000106,CASANOVA COMERCIO E DISTRIBUIDORA DE TINTAS LTDA.,CURITIBA,PR,041 30113209,BdGeral.Mdb:Geral,colunas_nomeadas
030209,11785312000174,INGA CIMENTOS LTDA M.E.,MARINGA,PR,044 30375350,BdGeral.Mdb:Geral,colunas_nomeadas
030210,15621239000156,G.V. PATRICIO M.E.,SAO TOME,PR,044 36316595,BdGeral.Mdb:Geral,colunas_nomeadas
030211,02096814000105,BRASQUISA INDUSTRIAL LTDA.,MASSARANDUBA,SC,047 33792074,BdGeral.Mdb:Geral,colunas_nomeadas
030212,13785793000143,ARGAPOLI MATERIAIS DE CONSTRUÇÃO LTDA.,CURITIBA,PR,041 32535045,BdGeral.Mdb:Geral,colunas_nomeadas
030214,21708019000167,MARLENE MARIA GONZATTO,VERA CRUZ DO OESTE,PR,045 32671156,BdGeral.Mdb:Geral,colunas_nomeadas
030216,16991176000192,REALIZA CONSTRUTORA LTDA.,UBERLANDIA,MG,034 32122311,BdGeral.Mdb:Geral,colunas_nomeadas
030217,21470626000131,KROMATA COMERCIO DE TINTAS LTDA M.E.,DOIS VIZINHOS,PR,046 99348222,BdGeral.Mdb:Geral,colunas_nomeadas
030219,21800634000107,DIRLEI DA ROSA SOUZA CORDEIRO M.E.,CAMPINA GRANDE DO SUL,PR,041 31043040,BdGeral.Mdb:Geral,colunas_nomeadas
030220,21294130000154,CONSTRUTORA LAZARRI BASSO LTDA M.E.,SANANDUVA,RS,054 33431726,BdGeral.Mdb:Geral,colunas_nomeadas
030221,17690212000140,JF NEW COLLOR IND. E COM. DE REV. ACRILICOS LTDA.,CAMPO MAGRO,PR,041 36779014,BdGeral.Mdb:Geral,colunas_nomeadas
030222,17658373000157,LUIS AUGUSTO ORTEGA EIRELI - ME,PIRAQUARA,PR,041 36730839,BdGeral.Mdb:Geral,colunas_nomeadas
030223,14201440000111,SILVIA STOEBERL CIA LTDA.,PONTA GROSSA,PR,047 36424614,BdGeral.Mdb:Geral,colunas_nomeadas
030224,19007143000153,EDGAR CARREIRO DOS SANTOS.,SAO BERNARDO DO CAMPO,SP,011 41018127,BdGeral.Mdb:Geral,colunas_nomeadas
030225,20666472000195,L. SPECIA PRODUTOS PARA CONST. CIVIL LTDA M.E.,TOLEDO,PR,045 30554385,BdGeral.Mdb:Geral,colunas_nomeadas
030226,20809188000120,C. CAVALCANTE M.E.,CAMPO MOURAO,PR,044 35253615,BdGeral.Mdb:Geral,colunas_nomeadas
030230,18902222000165,IGOR EIBEL MATERIAIS DE CONSTRUÇÃO M.E.,CAJATI,SP,013 38557180,BdGeral.Mdb:Geral,colunas_nomeadas
030231,21163517000171,REVENORT REVESTIMENTOS AGRICOLAS LTDA M.E.,GUARAMIRIM,SC,047 33717083,BdGeral.Mdb:Geral,colunas_nomeadas
030232,76576313000154,EXPRESSO AZUL LTDA.,PINHAIS,PR,041 36697272,BdGeral.Mdb:Geral,colunas_nomeadas
030233,10959030000183,EXCELLENCE INDUSTRIA DE TINTAS EIRELI,IBIPORA,PR,043 34118880,BdGeral.Mdb:Geral,colunas_nomeadas
030234,05660681000219,HELOU COM. DE MATERIAIS P/ CONSTRUÇÃO EIRELLI EPP.,AGUAS DE LINDOIA,SP,019 38241890,BdGeral.Mdb:Geral,colunas_nomeadas
030235,00071521000130,PREMIER LTDA.,IRATI,PR,042 34225451,BdGeral.Mdb:Geral,colunas_nomeadas
030237,12028175000196,ADELA INDÚSTRIA E COMÉRCIO DE SANEANTES LTDA M.E.,ARIQUEMES,RO,069 35360755,BdGeral.Mdb:Geral,colunas_nomeadas
030238,06996742000103,INDEFLEX MAT. PARA CONSTRUÇÃO LTDA M.E.,DIADEMA,SP,011 40678548,BdGeral.Mdb:Geral,colunas_nomeadas
030239,12144459000148,D.G. BATISTA.,NOVO PROGRESSO,PA,093 35282540,BdGeral.Mdb:Geral,colunas_nomeadas
030242,21002039000118,REVEST BEM IND. DE REVEST. IMOBILIARIOS LTDA M.E.,SAO BENTO DO SUL,SC,047 36353847,BdGeral.Mdb:Geral,colunas_nomeadas
030243,19498082000174,BRUNO EVANGELISTA FERREIRA,SAO PAULO,SP,011 56742348,BdGeral.Mdb:Geral,colunas_nomeadas
030244,13229171000139,MONTE SIÃO COM. DE VAREJ. DE MAT. CONSTR. LTDA EPP,SAO BERNARDO DO CAMPO,SP,011 43363016,BdGeral.Mdb:Geral,colunas_nomeadas
030248,21186142000165,P.M. STORE INDUSTRIA E COM. DE TINTAS LTDA M.E.,CAMPO MAGRO,PR,041 85166351,BdGeral.Mdb:Geral,colunas_nomeadas
030249,26579086000142,GONÇALVES E GONÇALVES LTDA M.E.,CUIABA,MT,065 30529800,BdGeral.Mdb:Geral,colunas_nomeadas
030250,22091636000129,R.D. DEPOSITO DE MATERIAL CONSTRUÇÃO EIRELLI M.E.,DIADEMA,SP,011947303188,BdGeral.Mdb:Geral,colunas_nomeadas
030251,06348466000169,MULTIPLOS INDÚSTRIA E COMÉRCIO DE PVC LTDA.,JACIARA,MT,066 34613900,BdGeral.Mdb:Geral,colunas_nomeadas
030252,07913402000126,C.R.A. MATERIAIS DE CONSTRUÇÃO LTDA M.E.,SARANDI,PR,044 30350020,BdGeral.Mdb:Geral,colunas_nomeadas
030253,03583053000170,C.F. FORTUNA E CIA LTDA.,LAGOA VERMELHA,RS,054 33584514,BdGeral.Mdb:Geral,colunas_nomeadas
030256,08568330000190,GISELE DA COSTA CHAGAS CARVALHO CONSTRUÇÃO M.E.,SANTO ANDRE,SP,011947643611,BdGeral.Mdb:Geral,colunas_nomeadas
030257,75111021000183,VIAÇÃO CASTELO BRANCO LTDA.,QUATRO BARRAS,PR,041 36721492,BdGeral.Mdb:Geral,colunas_nomeadas
030259,15288490000140,COMERCIAL DIAS MATOS LTDA M.E.,DIADEMA,SP,011 40492272,BdGeral.Mdb:Geral,colunas_nomeadas
030260,04978709000117,VIER INSUMOS AGRICOLAS E COMERCIO LTDA.,UNIAO DA VITORIA,PR,042 35222005,BdGeral.Mdb:Geral,colunas_nomeadas
030261,14359271000142,JOARES SOARES DOS SANTOS M.E.,CURITIBA,PR,041 96271756,BdGeral.Mdb:Geral,colunas_nomeadas
030262,21949489000112,DEBORA QUARESMA PEREIRA M.E.,ELDORADO DO SUL,RS,051 33876948,BdGeral.Mdb:Geral,colunas_nomeadas
030266,11131352000100,RODRIGO LOPES PONTA GROSSA PINTURAS M.E.,PONTA GROSSA,PR,042 99050644,BdGeral.Mdb:Geral,colunas_nomeadas
030267,89924054000157,MOTTA MATERIAIS DE CONSTRUÇÃO LTDA.,ESMERALDA,RS,054 33541681,BdGeral.Mdb:Geral,colunas_nomeadas
030268,21819353000198,ANIL INDUSTRIA E COMÉRCIO DE TINTAS LTDA.,GUARAPUAVA,PR,042 30355235,BdGeral.Mdb:Geral,colunas_nomeadas
030270,11234823000106,NAZARI E LIMA CIA LTDA.,CASCAVEL,PR,045 32279999,BdGeral.Mdb:Geral,colunas_nomeadas
030271,02203824000194,SIMIONATO MATERIAIS DE CONSTRUÇÃO LTDA M.E.,MARIOPOLIS,PR,046 32261238,BdGeral.Mdb:Geral,colunas_nomeadas
030272,20140678000187,EMERSON DE MOURA DOMINGUES.,CURITIBA,PR,041 97993877,BdGeral.Mdb:Geral,colunas_nomeadas
030273,14890158000199,MASSA MAIS IND. E COM. DE REVESTIMENTOS LTDA.,SINOP,MT,066 35324532,BdGeral.Mdb:Geral,colunas_nomeadas
030276,17570500000161,ARACOLLOR COMÉCIO E REPRESENTAÇÃO DE TINTAS LTDA.,MARINGA,PR,044 32695023,BdGeral.Mdb:Geral,colunas_nomeadas
030277,11516453000191,JOSÉ ULISSES CORREIA MAT. DE CONSTRUÇÃO M.E.,SAO PAULO,SP,011 56728093,BdGeral.Mdb:Geral,colunas_nomeadas
030278,82083668000104,QUIMENGER COMÉRCIO DE PRODUTOS QUIMICOS LTDA.,APUCARANA,PR,043 30337584,BdGeral.Mdb:Geral,colunas_nomeadas
030279,11274421000127,PAULO ADALBERTO BONAN M.E.,FRANCISCO BELTRAO,PR,046 35240099,BdGeral.Mdb:Geral,colunas_nomeadas
030281,12118086000130,F.R. INDUSTRIA E COMÉRCIO DE EXTINTORES LTDA,SANTO ANTONIO DA PLATINA,PR,043 35344340,BdGeral.Mdb:Geral,colunas_nomeadas
030282,09722757000163,JACKSON PAZ DA SILVA M.E.,SAO PAULO,SP,011 34262807,BdGeral.Mdb:Geral,colunas_nomeadas
030283,84654102000110,BUSSOLA COMERCIO DE MAT. P/ CONSTRUÇÃO LTDA M.E.,CACOAL,RO,069 34414315,BdGeral.Mdb:Geral,colunas_nomeadas
030284,15484425000190,VICENTE DE PAULA NETO CONSTRUÇÕES M.E.,SAO PAULO,SP,011 56616753,BdGeral.Mdb:Geral,colunas_nomeadas
030285,82393638000102,COMERCIO DE GENEROS ALIMENTICIOS GAZARO LTDA.,TRES BARRAS DO PARANA,PR,045 32121109,BdGeral.Mdb:Geral,colunas_nomeadas
030287,11689292000219,PORTO SEGURO NEGOCIOS EMPEEND. E PARTICIPAÇÕES S/A,JACIARA,MT,066 34617400,BdGeral.Mdb:Geral,colunas_nomeadas
030289,12011089000170,MARCIA DA SILVA BARRETO.,ITAPEVI,SP,011 47738786,BdGeral.Mdb:Geral,colunas_nomeadas
030290,20750698000170,NEO ARGAMASSAS LTDA M.E.,ARAQUARI,SC,047 36761877,BdGeral.Mdb:Geral,colunas_nomeadas
030291,10917290000196,COLOMBO INDUSTRIA DE TUBOS LTDA.,COLOMBO,PR,041 99979159,BdGeral.Mdb:Geral,colunas_nomeadas
030295,08729650000184,CAL MORRO GRANDE LTDA EPP.,RIO BRANCO DO SUL,PR,041 36563783,BdGeral.Mdb:Geral,colunas_nomeadas
030296,00849796000151,SANITEX TECNOLOGIA EM PRODUTOS E SERVIÇOS LTDA.,BRUSQUE,SC,047 33552720,BdGeral.Mdb:Geral,colunas_nomeadas
030297,22235918000152,S.F. DA SILVA MATERIAIS PARA CONSTRUÇÃO M.E.,SAO PAULO,SP,011 56741500,BdGeral.Mdb:Geral,colunas_nomeadas
030298,15086077000101,OFERTÃO MATERIAIS PARA CONSTRUÇÃO LTDA.,POXOREO,MT,066 34361116,BdGeral.Mdb:Geral,colunas_nomeadas
030299,05037991000109,BIN REPRESENTAÇÕES LTDA.,RIBEIRAO PRETO,SP,016992167400,BdGeral.Mdb:Geral,colunas_nomeadas
030302,66930942000187,MADEIREIRA GATURAMO LTDA EPP.,RIBEIRAO PRETO,SP,016 39720093,BdGeral.Mdb:Geral,colunas_nomeadas
030303,17234414000188,NORT PLAST INDUSTRIA DE PRODUTOS PLASTICOS LTDA.,APUCARANA,PR,043 34262006,BdGeral.Mdb:Geral,colunas_nomeadas
030304,21435819000151,MADEIREIRA JOAO VITOR LEAL EIRELI M.E.,GOVERNADOR CELSO RAMOS,SC,048 32962767,BdGeral.Mdb:Geral,colunas_nomeadas
030305,61064838003400,SAINT-GOBAIN DO BRASIL PROD. IND. P/ CONSTR. LTDA.,JANDIRA,SP,011 21968006,BdGeral.Mdb:Geral,colunas_nomeadas
030306,17189757000178,GUARANI ALVES E CIA LTDA M.E.,PONTAL DO PARANA,PR,041 84329834,BdGeral.Mdb:Geral,colunas_nomeadas
030307,21673448000146,EDINALDO SANTOS SILVA.,DIADEMA,SP,011982217130,BdGeral.Mdb:Geral,colunas_nomeadas
030308,13222320000138,AUREA DE SANTANA LIMA 10763688835,DIADEMA,SP,0011 40664531,BdGeral.Mdb:Geral,colunas_nomeadas
030309,03902129001660,COPASUL COOPERATIVA AGR. SUL MATOGROSSENSE.,NAVIRAI,MS,067 84032562,BdGeral.Mdb:Geral,colunas_nomeadas
030310,22057057000160,DELTA FERTIL LTDA.,CASCA,RS,054 91647541,BdGeral.Mdb:Geral,colunas_nomeadas
030312,12480129000123,RABATAN MANTAS E ESPUMAS LTDA M.E.,ITAMBE,PR,044 32311974,BdGeral.Mdb:Geral,colunas_nomeadas
030313,81061186000190,J. FRONZA INDÚSTRIA E COMÉRCIO DE MOVEIS LTDA.,ALMIRANTE TAMANDARE,PR,041 36571133,BdGeral.Mdb:Geral,colunas_nomeadas
030314,20985530000143,NOVA CASA SOUZA MATERIAIS P/ CONSTRUÇÃO LTDA M.E.,DIADEMA,SP,011 40667314,BdGeral.Mdb:Geral,colunas_nomeadas
030315,22010977000122,JOSÉ CLEMENTINO DOS SANTOS.,SAO BERNARDO DO CAMPO,SP,011 43540902,BdGeral.Mdb:Geral,colunas_nomeadas
030316,08858467000189,RADPOX RECUPERAÇÃO DE PISOS IND. LTDA.,CURITIBA,PR,041 30193168,BdGeral.Mdb:Geral,colunas_nomeadas
030317,15709188000119,WILLIAN JUNIOR GERHARDT EIRELI.,PATO BRANCO,PR,046 32231426,BdGeral.Mdb:Geral,colunas_nomeadas
030318,10529215000158,NUTRIPAR LTDA.,DOIS VIZINHOS,PR,046 35363417,BdGeral.Mdb:Geral,colunas_nomeadas
030319,18137390000101,ALSONE BRITO M.E.,IMBUIA,SC,047 35571312,BdGeral.Mdb:Geral,colunas_nomeadas
030320,74008798000154,PRIGOL MATERIAIS P/ CONSTRUÇÃO LTDA.,MEDIANEIRA,PR,045 32642794,BdGeral.Mdb:Geral,colunas_nomeadas
030322,14482844000120,TOPCRIL IND. E COM. DE TINTAS E TEXTURAS LTDA.,RIBEIRAO PRETO,SP,016 36269505,BdGeral.Mdb:Geral,colunas_nomeadas
030323,07891608000100,HIPERLIGA MATERIAIS DE CONSTRUÇÃO LTDA M.E.,ALMIRANTE TAMANDARE,PR,041 36579703,BdGeral.Mdb:Geral,colunas_nomeadas
030324,07031011000188,MANUEL S. PEREIRA TELHAS M.E.,DIADEMA,SP,011 40912000,BdGeral.Mdb:Geral,colunas_nomeadas
030325,78152642000101,AUTO COLOR MATERIAIS DE CONSTRUÇÃO LTDA.,FOZ DO IGUACU,PR,045 35218001,BdGeral.Mdb:Geral,colunas_nomeadas
030326,03024152000201,JOÃO BATISTA PEREIRA EIRELI,JACIARA,MT,066 34617700,BdGeral.Mdb:Geral,colunas_nomeadas
030327,11087003000120,SUL QUIMICA LTDA.,SAO JORGE DO OESTE,PR,046 35348004,BdGeral.Mdb:Geral,colunas_nomeadas
030329,19234928000169,MELQUISEDEQUE SOUZA LIMA.,JI-PARANA,RO,069 34248762,BdGeral.Mdb:Geral,colunas_nomeadas
030330,20890025000115,GANZERT E PRATES COMERCIO DE TINTAS LTDA ME,LAPA,PR,041999198004,BdGeral.Mdb:Geral,colunas_nomeadas
030331,82434713000128,JOZEM ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA.,PINHAIS,PR,041 36697272,BdGeral.Mdb:Geral,colunas_nomeadas
030332,20993609000116,S. OLIVEIRA REIS EIRELI M.E.,RIO BRANCO,MT,065 32571214,BdGeral.Mdb:Geral,colunas_nomeadas
030333,05854341000148,BASIC CENTER MATERIAL DE CONSTRUÇÃO LTDA EPP.,CUIABA,MT,065 36671497,BdGeral.Mdb:Geral,colunas_nomeadas
030334,03018137000838,EDK MINERAÇÃO S/A.,MORENO,PE,028 21025154,BdGeral.Mdb:Geral,colunas_nomeadas
030335,10293312000194,RODRIGO DOS SANTOS CAMARGO TINTAS.,MARINGA,PR,044 99643283,BdGeral.Mdb:Geral,colunas_nomeadas
030337,12951217000409,KAA EMPREEND. IMOB. ATIV. FLOREST. E PARTIC. LTDA.,TUNAS DO PARANA,PR,041 31211563,BdGeral.Mdb:Geral,colunas_nomeadas
030341,07742262000170,V. LOPES BATISTA E CIA LTDA EPP.,ARAPUTANGA,MT,065 32611177,BdGeral.Mdb:Geral,colunas_nomeadas
030342,82044983000122,BATERIAS REAL LTDA EPP.,REALEZA,PR,046 35431178,BdGeral.Mdb:Geral,colunas_nomeadas
030343,20441512000109,DISTRIBUIDORA BOM JESUS EIRELI M.E.,CURITIBA,PR,041 31211008,BdGeral.Mdb:Geral,colunas_nomeadas
030344,14833352000132,DESTAQUE COM. DE TINTAS E REVESTIMENTOS LTDA M.E.,PINHAIS,PR,041 36010205,BdGeral.Mdb:Geral,colunas_nomeadas
030346,13234078000112,TEXCRYL IND. COM. DE PRODUTOS QUIMICOS LTDA M.E.,SOROCABA,SP,015 32174990,BdGeral.Mdb:Geral,colunas_nomeadas
030347,22989069000122,DLA MATERIAIS PARA CONSTRUÇÃO E ELETRICA LTDA M.E.,SAO PAULO,SP,011 56740459,BdGeral.Mdb:Geral,colunas_nomeadas
030349,21977084000198,BRASIL CIMENTOS LTDA M.E.,PAICANDU,PR,044 32443505,BdGeral.Mdb:Geral,colunas_nomeadas
030350,04996705000161,MM2 SINALIZAÇÃO E TINTAS LTDA.,PINHAIS,PR,041 30333304,BdGeral.Mdb:Geral,colunas_nomeadas
030352,06790027000101,AMETISTA TINTAS LTDA.,AMETISTA DO SUL,RS,055 37521366,BdGeral.Mdb:Geral,colunas_nomeadas
030353,12118961000184,FABRICA DO CAPACHO COMÉRCIO DE TAPETES LTDA.,CURITIBA,PR,041 32488191,BdGeral.Mdb:Geral,colunas_nomeadas
030355,21890994000139,TINTAS UNISOL LTDA M.E.,PAICANDU,PR,044 32441383,BdGeral.Mdb:Geral,colunas_nomeadas
030356,10950029000198,PATRUNI AÇOS LTDA M.E.,COLOMBO,PR,041 33676060,BdGeral.Mdb:Geral,colunas_nomeadas
030357,12859945000142,DUBLAFFIX IND. IMP. E EXPORT. DE TEC. E DUBL. LTDA,ARUJA,SP,011 46536582,BdGeral.Mdb:Geral,colunas_nomeadas
030358,20546482000197,CIA DA MADEIRA COM. DE MAT. DE CONTRUÇÃO LTDA.,PATO BRANCO,PR,046 99135535,BdGeral.Mdb:Geral,colunas_nomeadas
030359,19013097000103,TODAY INCORPORAÇÕES SPE LTDA.,CURITIBA,PR,041 30884331,BdGeral.Mdb:Geral,colunas_nomeadas
030360,00281035000146,MENDES MOREIRA E GRIGGI MOREIRA LTDA.,CACERES,MT,065 32234305,BdGeral.Mdb:Geral,colunas_nomeadas
030361,36967800000123,CAMPESATTO COM. DE MAT. P/ CONSTRUÇÃO LTDA EPP.,MIRASSOL DO OESTE,MT,065 32411507,BdGeral.Mdb:Geral,colunas_nomeadas
030362,06924882000168,RODRIGO CESAR CASSIO EIRELI M.E.,PALHOCA,SC,048 30942525,BdGeral.Mdb:Geral,colunas_nomeadas
030363,03700872000150,POLIDORO E POLIDORO LTDA M.E.,CASCAVEL,PR,045 30974114,BdGeral.Mdb:Geral,colunas_nomeadas
030364,18159132000207,VILMA LAMONATO PIOVEZANA M.E.,MATOS COSTA,SC,049 35721337,BdGeral.Mdb:Geral,colunas_nomeadas
030365,11492021000198,E.O. TORRES COMERCIO DE TINTAS M.E.,PARAISO DO NORTE,PR,044 34226079,BdGeral.Mdb:Geral,colunas_nomeadas
030366,21689565000106,KELLY PATRICIA DA SILVA EIRELI.,ARAPONGAS,PR,043 33123146,BdGeral.Mdb:Geral,colunas_nomeadas
030367,07785929000112,SUPER NUNES COM. DE MAT. P/ CONSTRUÇÃO LTDA.,APUCARANA,PR,043 34236400,BdGeral.Mdb:Geral,colunas_nomeadas
030368,12082279000189,A.H.W. COMÉRCIO DE MAT. P/ CONSTRUÇÃO LTDA.,CAMPO MOURAO,PR,044 35253206,BdGeral.Mdb:Geral,colunas_nomeadas
030369,05901463000148,C.M. OLIVEIRA MATERIAIS DE CONSTRUÇÃO.,APUCARANA,PR,043 34268996,BdGeral.Mdb:Geral,colunas_nomeadas
030371,15139002000133,R. DE QUEIROZ MESQUITA EIRELI.,RIO BRANCO,AC,068 32246154,BdGeral.Mdb:Geral,colunas_nomeadas
030372,17361201000117,CRISTIANE DE QUEIROZ MESQUITA.,RIO BRANCO,AC,068 32246154,BdGeral.Mdb:Geral,colunas_nomeadas
030374,12708447000107,JEREMIAS ALVES DA COSTA M.E.,CUIABA,MT,065 36491414,BdGeral.Mdb:Geral,colunas_nomeadas
030375,21298082000172,ARGAMASSA FORTE IND. DE ARGAMASSA LTDA.,TOLEDO,PR,045 32787609,BdGeral.Mdb:Geral,colunas_nomeadas
030376,18183154000121,HIPERCON CONSTRUÇÕES LTDA M.E.,MARECHAL CANDIDO RONDON,PR,045 98561716,BdGeral.Mdb:Geral,colunas_nomeadas
030379,10787529000150,F.G. PEREIRA DE OLIVEIRA E CIA LTDA.,MAUA DA SERRA,PR,043 99063666,BdGeral.Mdb:Geral,colunas_nomeadas
030380,05667033000103,COMERCIO DE MAT. P/ CONSTRUÇÃO T.J.C. LTDA.,MARILANDIA DO SUL,PR,043 34281023,BdGeral.Mdb:Geral,colunas_nomeadas
030381,85364305000135,AMORIN COMERCIO DE FERRAGENS LTDA M.E.,CANELINHA,SC,048 32640599,BdGeral.Mdb:Geral,colunas_nomeadas
030383,20170481000190,LILIANE MOURA GONÇALVES.,SAO PAULO,SP,011 56764090,BdGeral.Mdb:Geral,colunas_nomeadas
030384,15033598000192,DURACOL IND. E COMERCIO DE TINTAS LTDA EPP.,XANXERE,SC,049 34335220,BdGeral.Mdb:Geral,colunas_nomeadas
030385,12936536000100,ELTON CARDOSO DOS SANTOS.,PARANAGUA,PR,041 30302233,BdGeral.Mdb:Geral,colunas_nomeadas
030386,08737712000108,CAMILA BONI.,TENENTE PORTELA,RS,055 35512857,BdGeral.Mdb:Geral,colunas_nomeadas
030387,23108580000130,RIGO MATERIAIS DE CONSTRUÇÃO EIRELLI M.E.,DOIS VIZINHOS,PR,046 35365621,BdGeral.Mdb:Geral,colunas_nomeadas
030389,08012277000146,DURABRAX IND. E COM. DE TINTAS INDUSTRIAIS LTDA.,COLOMBO,PR,041 36060206,BdGeral.Mdb:Geral,colunas_nomeadas
030390,84579564000110,DOM BOSCO MAT.  PARA CONSTRUÇÃO E PECUARIA LTDA,OURO PRETO DO OESTE,RO,069 34161326,BdGeral.Mdb:Geral,colunas_nomeadas
030391,02861388000140,MATERIAIS PARA CONSTRUÇÃO JARU LTDA EPP.,JARU,RO,069 35212166,BdGeral.Mdb:Geral,colunas_nomeadas
030392,78440161000193,EVENTO CONSTRUÇÃO DE OBRAS LTDA.,CURITIBA,PR,041 33638895,BdGeral.Mdb:Geral,colunas_nomeadas
030393,06216190000165,V. GUIZELINI MATERIAIS DE CONSTRUÇÃO.,MARILANDIA DO SUL,PR,043 34281180,BdGeral.Mdb:Geral,colunas_nomeadas
030394,60681749000173,GEOSONDA S/A.,SAO PAULO,SP,011 46156199,BdGeral.Mdb:Geral,colunas_nomeadas
